  0.00000000e+00 0   1.00000000e+00
  0.00000000e+00 1   0.00000000e+00
  0.00000000e+00 2   0.00000000e+00
  0.00000000e+00 3   0.00000000e+00
  0.00000000e+00 4   0.00000000e+00
  0.00000000e+00 5   0.00000000e+00
  0.00000000e+00 6   0.00000000e+00
  0.00000000e+00 7   0.00000000e+00
  0.00000000e+00 8   0.00000000e+00
  0.00000000e+00 9   0.00000000e+00
  0.00000000e+00 10   0.00000000e+00
  0.00000000e+00 11   0.00000000e+00
  0.00000000e+00 12   0.00000000e+00
  0.00000000e+00 13   0.00000000e+00
  0.00000000e+00 14   0.00000000e+00
  0.00000000e+00 15   0.00000000e+00
  0.00000000e+00 16   0.00000000e+00
  0.00000000e+00 17   0.00000000e+00
  0.00000000e+00 18   0.00000000e+00
  0.00000000e+00 19   0.00000000e+00
  0.00000000e+00 20   0.00000000e+00
  0.00000000e+00 21   0.00000000e+00
  0.00000000e+00 22   0.00000000e+00
  0.00000000e+00 23   0.00000000e+00
  0.00000000e+00 24   0.00000000e+00
  0.00000000e+00 25   0.00000000e+00
  0.00000000e+00 26   0.00000000e+00
  0.00000000e+00 27   0.00000000e+00
  0.00000000e+00 28   0.00000000e+00
  0.00000000e+00 29   0.00000000e+00
  0.00000000e+00 30   0.00000000e+00
  0.00000000e+00 31   0.00000000e+00
  0.00000000e+00 32   0.00000000e+00
  0.00000000e+00 33   0.00000000e+00
  0.00000000e+00 34   0.00000000e+00
  0.00000000e+00 35   0.00000000e+00
  0.00000000e+00 36   0.00000000e+00
  0.00000000e+00 37   0.00000000e+00
  0.00000000e+00 38   0.00000000e+00
  0.00000000e+00 39   0.00000000e+00
  0.00000000e+00 40   0.00000000e+00
  0.00000000e+00 41   0.00000000e+00
  0.00000000e+00 42   0.00000000e+00
  0.00000000e+00 43   0.00000000e+00
  0.00000000e+00 44   0.00000000e+00
  0.00000000e+00 45   0.00000000e+00
  0.00000000e+00 46   0.00000000e+00
  0.00000000e+00 47   0.00000000e+00
  0.00000000e+00 48   0.00000000e+00
  0.00000000e+00 49   0.00000000e+00
  0.00000000e+00 50   0.00000000e+00
  0.00000000e+00 51   0.00000000e+00
  0.00000000e+00 52   0.00000000e+00
  0.00000000e+00 53   0.00000000e+00
  0.00000000e+00 54   0.00000000e+00
  0.00000000e+00 55   0.00000000e+00
  0.00000000e+00 56   0.00000000e+00
  0.00000000e+00 57   0.00000000e+00
  0.00000000e+00 58   0.00000000e+00
  0.00000000e+00 59   0.00000000e+00

  7.50000000e-09 0   1.00000000e+00
  7.50000000e-09 1   1.48148148e-01
  7.50000000e-09 2   4.93827160e-02
  7.50000000e-09 3   1.64609053e-02
  7.50000000e-09 4   5.48696845e-03
  7.50000000e-09 5   1.82898948e-03
  7.50000000e-09 6   6.09663161e-04
  7.50000000e-09 7   2.03221054e-04
  7.50000000e-09 8   6.77403512e-05
  7.50000000e-09 9   2.25801171e-05
  7.50000000e-09 10   7.52670569e-06
  7.50000000e-09 11   2.50890190e-06
  7.50000000e-09 12   8.36300633e-07
  7.50000000e-09 13   2.78766878e-07
  7.50000000e-09 14   9.29222925e-08
  7.50000000e-09 15   3.09740975e-08
  7.50000000e-09 16   1.03246992e-08
  7.50000000e-09 17   3.44156639e-09
  7.50000000e-09 18   1.14718880e-09
  7.50000000e-09 19   3.82396265e-10
  7.50000000e-09 20   1.27465422e-10
  7.50000000e-09 21   4.24884739e-11
  7.50000000e-09 22   1.41628246e-11
  7.50000000e-09 23   4.72094155e-12
  7.50000000e-09 24   1.57364718e-12
  7.50000000e-09 25   5.24549061e-13
  7.50000000e-09 26   1.74849687e-13
  7.50000000e-09 27   5.82832290e-14
  7.50000000e-09 28   1.94277430e-14
  7.50000000e-09 29   6.47591433e-15
  7.50000000e-09 30   2.15863811e-15
  7.50000000e-09 31   7.19546037e-16
  7.50000000e-09 32   2.39848679e-16
  7.50000000e-09 33   7.99495597e-17
  7.50000000e-09 34   2.66498532e-17
  7.50000000e-09 35   8.88328441e-18
  7.50000000e-09 36   2.96109480e-18
  7.50000000e-09 37   9.87031601e-19
  7.50000000e-09 38   3.29010534e-19
  7.50000000e-09 39   1.09670178e-19
  7.50000000e-09 40   3.65567260e-20
  7.50000000e-09 41   1.21855753e-20
  7.50000000e-09 42   4.06185844e-21
  7.50000000e-09 43   1.35395281e-21
  7.50000000e-09 44   4.51317604e-22
  7.50000000e-09 45   1.50439201e-22
  7.50000000e-09 46   5.01464005e-23
  7.50000000e-09 47   1.67154668e-23
  7.50000000e-09 48   5.57182228e-24
  7.50000000e-09 49   1.85727409e-24
  7.50000000e-09 50   6.19091364e-25
  7.50000000e-09 51   2.06363787e-25
  7.50000000e-09 52   6.87879277e-26
  7.50000000e-09 53   2.29293050e-26
  7.50000000e-09 54   7.64308888e-27
  7.50000000e-09 55   2.54765794e-27
  7.50000000e-09 56   8.49104259e-28
  7.50000000e-09 57   2.82689589e-28
  7.50000000e-09 58   9.31943699e-29
  7.50000000e-09 59   9.31943699e-29

  3.75750000e-06 0   1.00000000e+00
  3.75750000e-06 1   5.47672488e-01
  3.75750000e-06 2   5.31074821e-01
  3.75750000e-06 3   5.14530733e-01
  3.75750000e-06 4   4.98061993e-01
  3.75750000e-06 5   4.81690068e-01
  3.75750000e-06 6   4.65436037e-01
  3.75750000e-06 7   4.49320507e-01
  3.75750000e-06 8   4.33363535e-01
  3.75750000e-06 9   4.17584550e-01
  3.75750000e-06 10   4.02002282e-01
  3.75750000e-06 11   3.86634697e-01
  3.75750000e-06 12   3.71498929e-01
  3.75750000e-06 13   3.56611224e-01
  3.75750000e-06 14   3.41986890e-01
  3.75750000e-06 15   3.27640247e-01
  3.75750000e-06 16   3.13584590e-01
  3.75750000e-06 17   2.99832148e-01
  3.75750000e-06 18   2.86394060e-01
  3.75750000e-06 19   2.73280353e-01
  3.75750000e-06 20   2.60499918e-01
  3.75750000e-06 21   2.48060509e-01
  3.75750000e-06 22   2.35968730e-01
  3.75750000e-06 23   2.24230040e-01
  3.75750000e-06 24   2.12848757e-01
  3.75750000e-06 25   2.01828073e-01
  3.75750000e-06 26   1.91170066e-01
  3.75750000e-06 27   1.80875723e-01
  3.75750000e-06 28   1.70944967e-01
  3.75750000e-06 29   1.61376686e-01
  3.75750000e-06 30   1.52168762e-01
  3.75750000e-06 31   1.43318112e-01
  3.75750000e-06 32   1.34820726e-01
  3.75750000e-06 33   1.26671706e-01
  3.75750000e-06 34   1.18865309e-01
  3.75750000e-06 35   1.11394994e-01
  3.75750000e-06 36   1.04253466e-01
  3.75750000e-06 37   9.74327229e-02
  3.75750000e-06 38   9.09241004e-02
  3.75750000e-06 39   8.47183196e-02
  3.75750000e-06 40   7.88055326e-02
  3.75750000e-06 41   7.31753677e-02
