  0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
  0.00000000e+00   1.66666667e-02   4.92901601e-04   1.66666667e-02   1.61737651e-02
  0.00000000e+00   3.33333333e-02   1.14087220e-03   3.33333333e-02   3.21924611e-02
  0.00000000e+00   5.00000000e-02   2.13232510e-03   5.00000000e-02   4.78676749e-02
  0.00000000e+00   6.66666667e-02   3.72555654e-03   6.66666667e-02   6.29411101e-02
  0.00000000e+00   8.33333333e-02   6.29126634e-03   8.33333333e-02   7.70420670e-02
  0.00000000e+00   1.00000000e-01   1.03629613e-02   1.00000000e-01   8.96370387e-02
  0.00000000e+00   1.16666667e-01   1.66956561e-02   1.16666667e-01   9.99710105e-02
  0.00000000e+00   1.33333333e-01   2.63310851e-02   1.33333333e-01   1.07002248e-01
  0.00000000e+00   1.50000000e-01   4.06646802e-02   1.50000000e-01   1.09335320e-01
  0.00000000e+00   1.66666667e-01   6.15059784e-02   1.66666667e-01   1.05160688e-01
  0.00000000e+00   1.83333333e-01   9.11202457e-02   1.83333333e-01   9.22130877e-02
  0.00000000e+00   2.00000000e-01   1.32235594e-01   2.00000000e-01   6.77644057e-02
  0.00000000e+00   2.16666667e-01   1.87997639e-01   2.16666667e-01   2.86690275e-02
  0.00000000e+00   2.33333333e-01   2.61853873e-01   2.33333333e-01   2.85205400e-02
  0.00000000e+00   2.50000000e-01   3.57353529e-01   2.50000000e-01   1.07353529e-01
  0.00000000e+00   2.66666667e-01   4.77856465e-01   2.66666667e-01   2.11189799e-01
  0.00000000e+00   2.83333333e-01   6.26156749e-01   2.83333333e-01   3.42823415e-01
  0.00000000e+00   3.00000000e-01   8.04042189e-01   3.00000000e-01   5.04042189e-01
  0.00000000e+00   3.16666667e-01   1.01182837e+00   3.16666667e-01   6.95161706e-01
  0.00000000e+00   3.33333333e-01   1.24792166e+00   3.33333333e-01   9.14588327e-01
  0.00000000e+00   3.50000000e-01   1.50847673e+00   3.50000000e-01   1.15847673e+00
  0.00000000e+00   3.66666667e-01   1.78721700e+00   3.66666667e-01   1.42055033e+00
  0.00000000e+00   3.83333333e-01   2.07547780e+00   3.83333333e-01   1.69214447e+00
  0.00000000e+00   4.00000000e-01   2.36251197e+00   4.00000000e-01   1.96251197e+00
  0.00000000e+00   4.16666667e-01   2.63606599e+00   4.16666667e-01   2.21939932e+00
  0.00000000e+00   4.33333333e-01   2.88319717e+00   4.33333333e-01   2.44986384e+00
  0.00000000e+00   4.50000000e-01   3.09126295e+00   4.50000000e-01   2.64126295e+00
  0.00000000e+00   4.66666667e-01   3.24898044e+00   4.66666667e-01   2.78231378e+00
  0.00000000e+00   4.83333333e-01   3.34743440e+00   4.83333333e-01   2.86410106e+00
  0.00000000e+00   5.00000000e-01   3.38090874e+00   5.00000000e-01   2.88090874e+00
  0.00000000e+00   5.16666667e-01   3.34743440e+00   5.16666667e-01   2.83076773e+00
  0.00000000e+00   5.33333333e-01   3.24898044e+00   5.33333333e-01   2.71564711e+00
  0.00000000e+00   5.50000000e-01   3.09126295e+00   5.50000000e-01   2.54126295e+00
  0.00000000e+00   5.66666667e-01   2.88319717e+00   5.66666667e-01   2.31653050e+00
  0.00000000e+00   5.83333333e-01   2.63606599e+00   5.83333333e-01   2.05273265e+00
  0.00000000e+00   6.00000000e-01   2.36251197e+00   6.00000000e-01   1.76251197e+00
  0.00000000e+00   6.16666667e-01   2.07547780e+00   6.16666667e-01   1.45881114e+00
  0.00000000e+00   6.33333333e-01   1.78721700e+00   6.33333333e-01   1.15388366e+00
  0.00000000e+00   6.50000000e-01   1.50847673e+00   6.50000000e-01   8.58476732e-01
  0.00000000e+00   6.66666667e-01   1.24792166e+00   6.66666667e-01   5.81254993e-01
  0.00000000e+00   6.83333333e-01   1.01182837e+00   6.83333333e-01   3.28495040e-01
  0.00000000e+00   7.00000000e-01   8.04042189e-01   7.00000000e-01   1.04042189e-01
  0.00000000e+00   7.16666667e-01   6.26156749e-01   7.16666667e-01   9.05099180e-02
  0.00000000e+00   7.33333333e-01   4.77856465e-01   7.33333333e-01   2.55476868e-01
  0.00000000e+00   7.50000000e-01   3.57353529e-01   7.50000000e-01   3.92646471e-01
  0.00000000e+00   7.66666667e-01   2.61853873e-01   7.66666667e-01   5.04812793e-01
  0.00000000e+00   7.83333333e-01   1.87997639e-01   7.83333333e-01   5.95335694e-01
  0.00000000e+00   8.00000000e-01   1.32235594e-01   8.00000000e-01   6.67764406e-01
  0.00000000e+00   8.16666667e-01   9.11202457e-02   8.16666667e-01   7.25546421e-01
  0.00000000e+00   8.33333333e-01   6.15059784e-02   8.33333333e-01   7.71827355e-01
  0.00000000e+00   8.50000000e-01   4.06646802e-02   8.50000000e-01   8.09335320e-01
  0.00000000e+00   8.66666667e-01   2.63310851e-02   8.66666667e-01   8.40335582e-01
  0.00000000e+00   8.83333333e-01   1.66956561e-02   8.83333333e-01   8.66637677e-01
  0.00000000e+00   9.00000000e-01   1.03629613e-02   9.00000000e-01   8.89637039e-01
  0.00000000e+00   9.16666667e-01   6.29126634e-03   9.16666667e-01   9.10375400e-01
  0.00000000e+00   9.33333333e-01   3.72555654e-03   9.33333333e-01   9.29607777e-01
  0.00000000e+00   9.50000000e-01   2.13232510e-03   9.50000000e-01   9.47867675e-01
  0.00000000e+00   9.66666667e-01   1.14087220e-03   9.66666667e-01   9.65525794e-01
  0.00000000e+00   9.83333333e-01   4.92901601e-04   9.83333333e-01   9.82840432e-01
