-50   3.76893148e-05
-49   7.63672418e-05
-48   1.16979868e-04
-47   1.60713790e-04
-46   2.09207959e-04
-45   2.64505324e-04
-44   3.28880873e-04
-43   4.04707070e-04
-42   4.94407845e-04
-41   6.00476060e-04
-40   7.25513539e-04
-39   8.72266079e-04
-38   1.04364190e-03
-37   1.24271162e-03
-36   1.47269148e-03
-35   1.73691205e-03
-34   2.03877397e-03
-33   2.38169176e-03
-32   2.76902639e-03
-31   3.20400729e-03
-30   3.68964456e-03
-29   4.22863285e-03
-28   4.82324836e-03
-27   5.47524125e-03
-26   6.18572604e-03
-25   6.95507309e-03
-24   7.78280455e-03
-23   8.66749863e-03
-22   9.60670603e-03
-21   1.05968826e-02
-20   1.16333418e-02
-19   1.27102313e-02
-18   1.38205358e-02
-17   1.49561095e-02
-16   1.61077396e-02
-15   1.72652413e-02
-14   1.84175853e-02
-13   1.95530543e-02
-12   2.06594290e-02
-11   2.17241965e-02
-10   2.27347801e-02
-9   2.36787812e-02
-8   2.45442307e-02
-7   2.53198390e-02
-6   2.59952406e-02
-5   2.65612243e-02
-4   2.70099419e-02
-3   2.73350893e-02
-2   2.75320541e-02
-1   2.75980239e-02
0   2.75320541e-02
1   2.73350893e-02
2   2.70099419e-02
3   2.65612243e-02
4   2.59952406e-02
5   2.53198390e-02
6   2.45442307e-02
7   2.36787812e-02
8   2.27347801e-02
9   2.17241965e-02
10   2.06594290e-02
11   1.95530543e-02
12   1.84175853e-02
13   1.72652413e-02
14   1.61077396e-02
15   1.49561095e-02
16   1.38205358e-02
17   1.27102313e-02
18   1.16333418e-02
19   1.05968826e-02
20   9.60670603e-03
21   8.66749863e-03
22   7.78280455e-03
23   6.95507309e-03
24   6.18572604e-03
25   5.47524125e-03
26   4.82324836e-03
27   4.22863285e-03
28   3.68964457e-03
29   3.20400731e-03
30   2.76902644e-03
31   2.38169188e-03
32   2.03877430e-03
33   1.73691293e-03
34   1.47269372e-03
35   1.24271721e-03
36   1.04365556e-03
37   8.72298528e-04
38   7.25588333e-04
39   6.00642783e-04
40   4.94765839e-04
41   4.05444151e-04
42   3.30328516e-04
43   2.67201934e-04
44   2.13943411e-04
45   1.68509045e-04
46   1.28962172e-04
47   9.35719058e-05
48   6.09400131e-05
49   3.00309521e-05
