  2.97000000e+00    0.00000000e+00    0.00000000e+00
  2.97000000e+00    5.00000000e-02   -2.93811095e+06
  2.97000000e+00    1.00000000e-01   -1.13801185e+06
  2.97000000e+00    1.50000000e-01    8.19693309e+06
  2.97000000e+00    2.00000000e-01    2.84574035e+06
  2.97000000e+00    2.50000000e-01   -1.17219477e+07
  2.97000000e+00    3.00000000e-01   -5.27052172e+06
  2.97000000e+00    3.50000000e-01    1.27654085e+07
  2.97000000e+00    4.00000000e-01    7.95212268e+06
  2.97000000e+00    4.50000000e-01   -1.11918603e+07
  2.97000000e+00    5.00000000e-01   -9.99380300e+06
  2.97000000e+00    5.50000000e-01    7.60476552e+06
  2.97000000e+00    6.00000000e-01    1.05197244e+07
  2.97000000e+00    6.50000000e-01   -3.21838995e+06
  2.97000000e+00    7.00000000e-01   -9.17796915e+06
  2.97000000e+00    7.50000000e-01   -5.64003891e+05
  2.97000000e+00    8.00000000e-01    6.39396487e+06
  2.97000000e+00    8.50000000e-01    2.71979186e+06
  2.97000000e+00    9.00000000e-01   -3.19417287e+06
  2.97000000e+00    9.50000000e-01   -3.03083970e+06
  2.97000000e+00    1.00000000e+00    6.70004353e+05
  2.97000000e+00    1.05000000e+00    2.08955170e+06
  2.97000000e+00    1.10000000e+00    5.94724254e+05
  2.97000000e+00    1.15000000e+00   -8.53176297e+05
  2.97000000e+00    1.20000000e+00   -7.44706085e+05
  2.97000000e+00    1.25000000e+00    3.98412219e+04
  2.97000000e+00    1.30000000e+00    3.79208352e+05
  2.97000000e+00    1.35000000e+00    2.00107435e+05
  2.97000000e+00    1.40000000e+00   -4.84504748e+04
  2.97000000e+00    1.45000000e+00   -1.35097746e+05
  2.97000000e+00    1.50000000e+00   -4.12127961e+04
  2.97000000e+00    1.55000000e+00    4.66483712e+04
  2.97000000e+00    1.60000000e+00   -4.45174232e+04
  2.97000000e+00    1.65000000e+00    2.61960400e+04
  2.97000000e+00    1.70000000e+00    1.62318740e+05
  2.97000000e+00    1.75000000e+00   -2.15595012e+05
  2.97000000e+00    1.80000000e+00   -1.45951457e+05
  2.97000000e+00    1.85000000e+00    5.87393854e+05
  2.97000000e+00    1.90000000e+00   -2.24468415e+05
  2.97000000e+00    1.95000000e+00   -9.79047933e+05
  2.97000000e+00    2.00000000e+00    1.14533870e+06
  2.97000000e+00    2.05000000e+00    1.01588647e+06
  2.97000000e+00    2.10000000e+00   -2.61699651e+06
  2.97000000e+00    2.15000000e+00   -2.80825796e+05
  2.97000000e+00    2.20000000e+00    4.37020691e+06
  2.97000000e+00    2.25000000e+00   -1.45621259e+06
  2.97000000e+00    2.30000000e+00   -5.99412323e+06
  2.97000000e+00    2.35000000e+00    4.08572694e+06
  2.97000000e+00    2.40000000e+00    7.17402467e+06
  2.97000000e+00    2.45000000e+00   -7.17433433e+06
  2.97000000e+00    2.50000000e+00   -7.86866498e+06
  2.97000000e+00    2.55000000e+00    1.01124420e+07
  2.97000000e+00    2.60000000e+00    8.31203637e+06
  2.97000000e+00    2.65000000e+00   -1.22826630e+07
  2.97000000e+00    2.70000000e+00   -8.83986411e+06
  2.97000000e+00    2.75000000e+00    1.31781589e+07
  2.97000000e+00    2.80000000e+00    9.64072314e+06
  2.97000000e+00    2.85000000e+00   -1.24845667e+07
  2.97000000e+00    2.90000000e+00   -1.05691742e+07
  2.97000000e+00    2.95000000e+00    1.01761086e+07
  2.97000000e+00    3.00000000e+00    1.11388745e+07
  2.97000000e+00    3.05000000e+00   -6.62537031e+06
  2.97000000e+00    3.10000000e+00   -1.07442443e+07
  2.97000000e+00    3.15000000e+00    2.62984298e+06
