  2.50000000e+00    0.00000000e+00    0.00000000e+00
  2.50000000e+00    5.00000000e-02    1.03366201e-02
  2.50000000e+00    1.00000000e-01    2.41805777e-02
  2.50000000e+00    1.50000000e-01   -2.43295802e-02
  2.50000000e+00    2.00000000e-01   -5.46699058e-02
  2.50000000e+00    2.50000000e-01    3.56715883e-02
  2.50000000e+00    3.00000000e-01    7.69312872e-02
  2.50000000e+00    3.50000000e-01   -1.57811677e-02
  2.50000000e+00    4.00000000e-01   -1.16534087e-01
  2.50000000e+00    4.50000000e-01    9.30261612e-04
  2.50000000e+00    5.00000000e-01    1.14778140e-01
  2.50000000e+00    5.50000000e-01    5.93543976e-02
  2.50000000e+00    6.00000000e-01   -1.10136480e-01
  2.50000000e+00    6.50000000e-01   -1.11324877e-01
  2.50000000e+00    7.00000000e-01    7.42851484e-02
  2.50000000e+00    7.50000000e-01    1.25945324e-01
  2.50000000e+00    8.00000000e-01    1.79423203e-02
  2.50000000e+00    8.50000000e-01   -1.29210907e-01
  2.50000000e+00    9.00000000e-01   -9.17014621e-02
  2.50000000e+00    9.50000000e-01    8.77167281e-02
  2.50000000e+00    1.00000000e+00    1.05138431e-01
  2.50000000e+00    1.05000000e+00    1.25824529e-02
  2.50000000e+00    1.10000000e+00   -8.66311360e-02
  2.50000000e+00    1.15000000e+00   -9.65621373e-02
  2.50000000e+00    1.20000000e+00    5.15572274e-02
  2.50000000e+00    1.25000000e+00    9.79463541e-02
  2.50000000e+00    1.30000000e+00    7.83978285e-03
  2.50000000e+00    1.35000000e+00   -3.73407657e-02
  2.50000000e+00    1.40000000e+00   -7.60746239e-02
  2.50000000e+00    1.45000000e+00   -2.92419849e-02
  2.50000000e+00    1.50000000e+00    1.01937152e-01
  2.50000000e+00    1.55000000e+00    6.90881472e-02
  2.50000000e+00    1.60000000e+00   -3.66702207e-02
  2.50000000e+00    1.65000000e+00   -4.70718314e-02
  2.50000000e+00    1.70000000e+00   -7.95087108e-02
  2.50000000e+00    1.75000000e+00   -5.77953360e-02
  2.50000000e+00    1.80000000e+00    9.67147073e-02
  2.50000000e+00    1.85000000e+00    1.27156752e-01
  2.50000000e+00    1.90000000e+00    2.00623316e-02
  2.50000000e+00    1.95000000e+00   -1.93131553e-03
  2.50000000e+00    2.00000000e+00   -3.84745307e-02
  2.50000000e+00    2.05000000e+00   -1.50431909e-01
  2.50000000e+00    2.10000000e+00   -1.03434396e-01
  2.50000000e+00    2.15000000e+00    5.45873860e-02
  2.50000000e+00    2.20000000e+00    6.74487080e-02
  2.50000000e+00    2.25000000e+00    4.20224648e-02
  2.50000000e+00    2.30000000e+00    1.25830234e-01
  2.50000000e+00    2.35000000e+00    1.13229197e-01
  2.50000000e+00    2.40000000e+00   -6.18521095e-02
  2.50000000e+00    2.45000000e+00   -1.34226694e-01
  2.50000000e+00    2.50000000e+00   -7.35317766e-02
  2.50000000e+00    2.55000000e+00   -1.16152896e-01
  2.50000000e+00    2.60000000e+00   -2.14376835e-01
  2.50000000e+00    2.65000000e+00   -1.29595392e-01
  2.50000000e+00    2.70000000e+00    5.56171812e-02
  2.50000000e+00    2.75000000e+00    1.03742607e-01
  2.50000000e+00    2.80000000e+00    9.78664451e-02
  2.50000000e+00    2.85000000e+00    2.56180061e-01
  2.50000000e+00    2.90000000e+00    4.89175376e-01
  2.50000000e+00    2.95000000e+00    5.69063768e-01
  2.50000000e+00    3.00000000e+00    5.52644615e-01
  2.50000000e+00    3.05000000e+00    6.61271335e-01
  2.50000000e+00    3.10000000e+00    8.74021119e-01
  2.50000000e+00    3.15000000e+00    9.70847700e-01
  2.50000000e+00    3.20000000e+00    9.13512901e-01
  2.50000000e+00    3.25000000e+00    8.97398752e-01
  2.50000000e+00    3.30000000e+00    1.02088147e+00
  2.50000000e+00    3.35000000e+00    1.13506769e+00
  2.50000000e+00    3.40000000e+00    1.08716876e+00
  2.50000000e+00    3.45000000e+00    9.48200140e-01
  2.50000000e+00    3.50000000e+00    8.93781887e-01
  2.50000000e+00    3.55000000e+00    9.49275391e-01
  2.50000000e+00    3.60000000e+00    9.68177673e-01
  2.50000000e+00    3.65000000e+00    8.42097741e-01
  2.50000000e+00    3.70000000e+00    6.37798949e-01
  2.50000000e+00    3.75000000e+00    4.99113729e-01
  2.50000000e+00    3.80000000e+00    4.68048981e-01
  2.50000000e+00    3.85000000e+00    4.48409867e-01
  2.50000000e+00    3.90000000e+00    3.30631817e-01
