#   time    x   y   vx  vy
  1.48000000e+00   4.46765358e+01   3.48175484e+01   2.63534035e+01   1.24336947e+01
  1.49000000e+00   4.49398760e+01   3.49412826e+01   2.63146464e+01   1.23131272e+01
  1.50000000e+00   4.52028296e+01   3.50638124e+01   2.62760744e+01   1.21928447e+01
  1.51000000e+00   4.54653984e+01   3.51851409e+01   2.62376858e+01   1.20728451e+01
  1.52000000e+00   4.57275843e+01   3.53052707e+01   2.61994791e+01   1.19531260e+01
  1.53000000e+00   4.59893889e+01   3.54242048e+01   2.61614529e+01   1.18336853e+01
  1.54000000e+00   4.62508142e+01   3.55419458e+01   2.61236056e+01   1.17145207e+01
  1.55000000e+00   4.65118619e+01   3.56584966e+01   2.60859359e+01   1.15956302e+01
  1.56000000e+00   4.67725338e+01   3.57738598e+01   2.60484421e+01   1.14770115e+01
  1.57000000e+00   4.70328316e+01   3.58880381e+01   2.60111229e+01   1.13586626e+01
  1.58000000e+00   4.72927571e+01   3.60010344e+01   2.59739769e+01   1.12405814e+01
  1.59000000e+00   4.75523120e+01   3.61128511e+01   2.59370024e+01   1.11227657e+01
  1.60000000e+00   4.78114980e+01   3.62234910e+01   2.59001983e+01   1.10052135e+01
  1.61000000e+00   4.80703168e+01   3.63329567e+01   2.58635630e+01   1.08879228e+01
  1.62000000e+00   4.83287701e+01   3.64412507e+01   2.58270951e+01   1.07708916e+01
  1.63000000e+00   4.85868596e+01   3.65483758e+01   2.57907933e+01   1.06541178e+01
  1.64000000e+00   4.88445868e+01   3.66543344e+01   2.57546562e+01   1.05375996e+01
  1.65000000e+00   4.91019535e+01   3.67591291e+01   2.57186823e+01   1.04213348e+01
  1.66000000e+00   4.93589613e+01   3.68627623e+01   2.56828704e+01   1.03053217e+01
  1.67000000e+00   4.96156117e+01   3.69652367e+01   2.56472191e+01   1.01895583e+01
  1.68000000e+00   4.98719065e+01   3.70665547e+01   2.56117270e+01   1.00740427e+01
  1.69000000e+00   5.01278470e+01   3.71667188e+01   2.55763928e+01   9.95877301e+00
  1.70000000e+00   5.03834351e+01   3.72657314e+01   2.55412152e+01   9.84374740e+00
  1.71000000e+00   5.06386721e+01   3.73635950e+01   2.55061929e+01   9.72896402e+00
  1.72000000e+00   5.08935597e+01   3.74603119e+01   2.54713245e+01   9.61442107e+00
  1.73000000e+00   5.11480994e+01   3.75558846e+01   2.54366088e+01   9.50011674e+00
  1.74000000e+00   5.14022926e+01   3.76503154e+01   2.54020445e+01   9.38604926e+00
  1.75000000e+00   5.16561410e+01   3.77436068e+01   2.53676303e+01   9.27221686e+00
  1.76000000e+00   5.19096460e+01   3.78357609e+01   2.53333650e+01   9.15861782e+00
  1.77000000e+00   5.21628091e+01   3.79267803e+01   2.52992473e+01   9.04525039e+00
  1.78000000e+00   5.24156317e+01   3.80166671e+01   2.52652759e+01   8.93211289e+00
  1.79000000e+00   5.26681153e+01   3.81054237e+01   2.52314495e+01   8.81920362e+00
  1.80000000e+00   5.29202614e+01   3.81930523e+01   2.51977671e+01   8.70652092e+00
  1.81000000e+00   5.31720714e+01   3.82795552e+01   2.51642273e+01   8.59406313e+00
  1.82000000e+00   5.34235466e+01   3.83649347e+01   2.51308289e+01   8.48182862e+00
  1.83000000e+00   5.36746886e+01   3.84491929e+01   2.50975707e+01   8.36981578e+00
  1.84000000e+00   5.39254988e+01   3.85323321e+01   2.50644516e+01   8.25802301e+00
  1.85000000e+00   5.41759784e+01   3.86143544e+01   2.50314703e+01   8.14644873e+00
  1.86000000e+00   5.44261288e+01   3.86952621e+01   2.49986256e+01   8.03509137e+00
  1.87000000e+00   5.46759515e+01   3.87750573e+01   2.49659164e+01   7.92394940e+00
  1.88000000e+00   5.49254478e+01   3.88537422e+01   2.49333415e+01   7.81302127e+00
  1.89000000e+00   5.51746190e+01   3.89313188e+01   2.49008997e+01   7.70230548e+00
  1.90000000e+00   5.54234665e+01   3.90077894e+01   2.48685900e+01   7.59180054e+00
  1.91000000e+00   5.56719915e+01   3.90831559e+01   2.48364110e+01   7.48150495e+00
  1.92000000e+00   5.59201954e+01   3.91574205e+01   2.48043618e+01   7.37141727e+00
  1.93000000e+00   5.61680794e+01   3.92305853e+01   2.47724412e+01   7.26153604e+00
  1.94000000e+00   5.64156448e+01   3.93026522e+01   2.47406481e+01   7.15185983e+00
  1.95000000e+00   5.66628930e+01   3.93736235e+01   2.47089813e+01   7.04238723e+00
  1.96000000e+00   5.69098251e+01   3.94435010e+01   2.46774397e+01   6.93311684e+00
  1.97000000e+00   5.71564424e+01   3.95122868e+01   2.46460223e+01   6.82404728e+00
  1.98000000e+00   5.74027461e+01   3.95799829e+01   2.46147279e+01   6.71517718e+00
  1.99000000e+00   5.76487376e+01   3.96465914e+01   2.45835555e+01   6.60650519e+00
  2.00000000e+00   5.78944179e+01   3.97121140e+01   2.45525040e+01   6.49802998e+00
  2.01000000e+00   5.81397882e+01   3.97765529e+01   2.45215723e+01   6.38975022e+00
  2.02000000e+00   5.83848499e+01   3.98399100e+01   2.44907594e+01   6.28166461e+00
  2.03000000e+00   5.86296040e+01   3.99021872e+01   2.44600641e+01   6.17377186e+00
  2.04000000e+00   5.88740518e+01   3.99633864e+01   2.44294856e+01   6.06607070e+00
  2.05000000e+00   5.91181943e+01   4.00235096e+01   2.43990226e+01   5.95855986e+00
  2.06000000e+00   5.93620328e+01   4.00825585e+01   2.43686742e+01   5.85123811e+00
  2.07000000e+00   5.96055683e+01   4.01405353e+01   2.43384393e+01   5.74410421e+00
  2.08000000e+00   5.98488021e+01   4.01974416e+01   2.43083169e+01   5.63715695e+00
  2.09000000e+00   6.00917352e+01   4.02532793e+01   2.42783060e+01   5.53039513e+00
