#   time    x   y   vx  vy  ax  ay
  3.00000000e+00   7.74356724e+01   4.13336140e+01   2.00899481e+01  -3.39974322e+00  -2.54972542e+00  -9.36851996e+00
  3.01000000e+00   7.76364444e+01   4.12991481e+01   2.00644509e+01  -3.49342842e+00  -2.54532978e+00  -9.35683176e+00
  3.02000000e+00   7.78369616e+01   4.12637460e+01   2.00389976e+01  -3.58699674e+00  -2.54100275e+00  -9.34515846e+00
  3.03000000e+00   7.80372246e+01   4.12274088e+01   2.00135876e+01  -3.68044832e+00  -2.53674381e+00  -9.33349921e+00
  3.04000000e+00   7.82372336e+01   4.11901376e+01   1.99882201e+01  -3.77378331e+00  -2.53255239e+00  -9.32185318e+00
  3.05000000e+00   7.84369892e+01   4.11519337e+01   1.99628946e+01  -3.86700184e+00  -2.52842795e+00  -9.31021955e+00
  3.06000000e+00   7.86364917e+01   4.11127982e+01   1.99376103e+01  -3.96010404e+00  -2.52436995e+00  -9.29859750e+00
  3.07000000e+00   7.88357416e+01   4.10727322e+01   1.99123666e+01  -4.05309002e+00  -2.52037782e+00  -9.28698623e+00
  3.08000000e+00   7.90347392e+01   4.10317370e+01   1.98871628e+01  -4.14595988e+00  -2.51645103e+00  -9.27538495e+00
  3.09000000e+00   7.92334850e+01   4.09898136e+01   1.98619983e+01  -4.23871373e+00  -2.51258903e+00  -9.26379285e+00
  3.10000000e+00   7.94319794e+01   4.09469633e+01   1.98368724e+01  -4.33135166e+00  -2.50879126e+00  -9.25220915e+00
  3.11000000e+00   7.96302227e+01   4.09031871e+01   1.98117845e+01  -4.42387375e+00  -2.50505717e+00  -9.24063309e+00
  3.12000000e+00   7.98282153e+01   4.08584864e+01   1.97867340e+01  -4.51628008e+00  -2.50138622e+00  -9.22906390e+00
  3.13000000e+00   8.00259575e+01   4.08128621e+01   1.97617201e+01  -4.60857072e+00  -2.49777785e+00  -9.21750081e+00
  3.14000000e+00   8.02234499e+01   4.07663155e+01   1.97367423e+01  -4.70074573e+00  -2.49423152e+00  -9.20594309e+00
  3.15000000e+00   8.04206926e+01   4.07188478e+01   1.97118000e+01  -4.79280516e+00  -2.49074667e+00  -9.19438999e+00
  3.16000000e+00   8.06176860e+01   4.06704600e+01   1.96868925e+01  -4.88474906e+00  -2.48732275e+00  -9.18284077e+00
  3.17000000e+00   8.08144306e+01   4.06211534e+01   1.96620193e+01  -4.97657746e+00  -2.48395922e+00  -9.17129471e+00
  3.18000000e+00   8.10109266e+01   4.05709290e+01   1.96371797e+01  -5.06829041e+00  -2.48065552e+00  -9.15975111e+00
  3.19000000e+00   8.12071743e+01   4.05197881e+01   1.96123732e+01  -5.15988792e+00  -2.47741110e+00  -9.14820924e+00
  3.20000000e+00   8.14031742e+01   4.04677318e+01   1.95875990e+01  -5.25137001e+00  -2.47422541e+00  -9.13666842e+00
  3.21000000e+00   8.15989265e+01   4.04147613e+01   1.95628568e+01  -5.34273670e+00  -2.47109790e+00  -9.12512794e+00
  3.22000000e+00   8.17944315e+01   4.03608777e+01   1.95381458e+01  -5.43398798e+00  -2.46802802e+00  -9.11358714e+00
  3.23000000e+00   8.19896896e+01   4.03060821e+01   1.95134655e+01  -5.52512385e+00  -2.46501522e+00  -9.10204533e+00
  3.24000000e+00   8.21847010e+01   4.02503758e+01   1.94888154e+01  -5.61614430e+00  -2.46205894e+00  -9.09050186e+00
  3.25000000e+00   8.23794660e+01   4.01937598e+01   1.94641948e+01  -5.70704932e+00  -2.45915865e+00  -9.07895606e+00
  3.26000000e+00   8.25739850e+01   4.01362354e+01   1.94396032e+01  -5.79783888e+00  -2.45631379e+00  -9.06740729e+00
  3.27000000e+00   8.27682582e+01   4.00778036e+01   1.94150401e+01  -5.88851295e+00  -2.45352381e+00  -9.05585491e+00
  3.28000000e+00   8.29622859e+01   4.00184657e+01   1.93905048e+01  -5.97907150e+00  -2.45078816e+00  -9.04429829e+00
  3.29000000e+00   8.31560685e+01   3.99582228e+01   1.93659970e+01  -6.06951449e+00  -2.44810629e+00  -9.03273681e+00
  3.30000000e+00   8.33496060e+01   3.98970760e+01   1.93415159e+01  -6.15984185e+00  -2.44547765e+00  -9.02116986e+00
  3.31000000e+00   8.35428989e+01   3.98350265e+01   1.93170611e+01  -6.25005355e+00  -2.44290170e+00  -9.00959682e+00
  3.32000000e+00   8.37359474e+01   3.97720755e+01   1.92926321e+01  -6.34014952e+00  -2.44037789e+00  -8.99801712e+00
  3.33000000e+00   8.39287517e+01   3.97082241e+01   1.92682283e+01  -6.43012969e+00  -2.43790567e+00  -8.98643015e+00
  3.34000000e+00   8.41213121e+01   3.96434735e+01   1.92438493e+01  -6.51999399e+00  -2.43548450e+00  -8.97483534e+00
  3.35000000e+00   8.43136288e+01   3.95778248e+01   1.92194944e+01  -6.60974235e+00  -2.43311382e+00  -8.96323213e+00
  3.36000000e+00   8.45057021e+01   3.95112792e+01   1.91951633e+01  -6.69937467e+00  -2.43079310e+00  -8.95161994e+00
  3.37000000e+00   8.46975322e+01   3.94438379e+01   1.91708553e+01  -6.78889087e+00  -2.42852179e+00  -8.93999824e+00
  3.38000000e+00   8.48891193e+01   3.93755020e+01   1.91465701e+01  -6.87829085e+00  -2.42629934e+00  -8.92836647e+00
  3.39000000e+00   8.50804637e+01   3.93062727e+01   1.91223071e+01  -6.96757452e+00  -2.42412521e+00  -8.91672410e+00
  3.40000000e+00   8.52715655e+01   3.92361511e+01   1.90980659e+01  -7.05674176e+00  -2.42199886e+00  -8.90507061e+00
  3.41000000e+00   8.54624251e+01   3.91651384e+01   1.90738459e+01  -7.14579246e+00  -2.41991975e+00  -8.89340547e+00
  3.42000000e+00   8.56530426e+01   3.90932358e+01   1.90496467e+01  -7.23472652e+00  -2.41788734e+00  -8.88172819e+00
  3.43000000e+00   8.58434181e+01   3.90204445e+01   1.90254678e+01  -7.32354380e+00  -2.41590108e+00  -8.87003825e+00
  3.44000000e+00   8.60335520e+01   3.89467655e+01   1.90013088e+01  -7.41224418e+00  -2.41396044e+00  -8.85833517e+00
  3.45000000e+00   8.62234444e+01   3.88722002e+01   1.89771692e+01  -7.50082753e+00  -2.41206489e+00  -8.84661846e+00
  3.46000000e+00   8.64130955e+01   3.87967495e+01   1.89530486e+01  -7.58929372e+00  -2.41021387e+00  -8.83488766e+00
  3.47000000e+00   8.66025055e+01   3.87204149e+01   1.89289464e+01  -7.67764259e+00  -2.40840687e+00  -8.82314230e+00
  3.48000000e+00   8.67916745e+01   3.86431973e+01   1.89048623e+01  -7.76587402e+00  -2.40664333e+00  -8.81138191e+00
  3.49000000e+00   8.69806028e+01   3.85650980e+01   1.88807959e+01  -7.85398784e+00  -2.40492274e+00  -8.79960605e+00
  3.50000000e+00   8.71692905e+01   3.84861181e+01   1.88567467e+01  -7.94198390e+00  -2.40324456e+00  -8.78781429e+00
  3.51000000e+00   8.73577378e+01   3.84062589e+01   1.88327142e+01  -8.02986204e+00  -2.40160825e+00  -8.77600618e+00
  3.52000000e+00   8.75459449e+01   3.83255215e+01   1.88086982e+01  -8.11762210e+00  -2.40001329e+00  -8.76418132e+00
  3.53000000e+00   8.77339119e+01   3.82439070e+01   1.87846980e+01  -8.20526391e+00  -2.39845915e+00  -8.75233928e+00
  3.54000000e+00   8.79216389e+01   3.81614168e+01   1.87607134e+01  -8.29278731e+00  -2.39694530e+00  -8.74047965e+00
  3.55000000e+00   8.81091262e+01   3.80780519e+01   1.87367440e+01  -8.38019210e+00  -2.39547122e+00  -8.72860205e+00
  3.56000000e+00   8.82963739e+01   3.79938135e+01   1.87127893e+01  -8.46747812e+00  -2.39403639e+00  -8.71670609e+00
  3.57000000e+00   8.84833821e+01   3.79087029e+01   1.86888489e+01  -8.55464519e+00  -2.39264027e+00  -8.70479137e+00
  3.58000000e+00   8.86701509e+01   3.78227212e+01   1.86649225e+01  -8.64169310e+00  -2.39128235e+00  -8.69285754e+00
  3.59000000e+00   8.88566806e+01   3.77358697e+01   1.86410097e+01  -8.72862167e+00  -2.38996212e+00  -8.68090423e+00
  3.60000000e+00   8.90429712e+01   3.76481494e+01   1.86171101e+01  -8.81543072e+00  -2.38867904e+00  -8.66893108e+00
  3.61000000e+00   8.92290228e+01   3.75595616e+01   1.85932233e+01  -8.90212003e+00  -2.38743262e+00  -8.65693774e+00
  3.62000000e+00   8.94148357e+01   3.74701076e+01   1.85693489e+01  -8.98868941e+00  -2.38622233e+00  -8.64492389e+00
  3.63000000e+00   8.96004099e+01   3.73797884e+01   1.85454867e+01  -9.07513864e+00  -2.38504766e+00  -8.63288918e+00
  3.64000000e+00   8.97857455e+01   3.72886054e+01   1.85216362e+01  -9.16146754e+00  -2.38390810e+00  -8.62083330e+00
  3.65000000e+00   8.99708427e+01   3.71965597e+01   1.84977972e+01  -9.24767587e+00  -2.38280314e+00  -8.60875594e+00
  3.66000000e+00   9.01557015e+01   3.71036525e+01   1.84739691e+01  -9.33376343e+00  -2.38173227e+00  -8.59665678e+00
  3.67000000e+00   9.03403221e+01   3.70098850e+01   1.84501518e+01  -9.41973000e+00  -2.38069500e+00  -8.58453552e+00
  3.68000000e+00   9.05247046e+01   3.69152585e+01   1.84263449e+01  -9.50557535e+00  -2.37969081e+00  -8.57239189e+00
  3.69000000e+00   9.07088491e+01   3.68197741e+01   1.84025480e+01  -9.59129927e+00  -2.37871921e+00  -8.56022560e+00
  3.70000000e+00   9.08927556e+01   3.67234331e+01   1.83787608e+01  -9.67690153e+00  -2.37777970e+00  -8.54803637e+00
  3.71000000e+00   9.10764243e+01   3.66262367e+01   1.83549830e+01  -9.76238189e+00  -2.37687177e+00  -8.53582394e+00
  3.72000000e+00   9.12598553e+01   3.65281861e+01   1.83312142e+01  -9.84774013e+00  -2.37599494e+00  -8.52358806e+00
  3.73000000e+00   9.14430486e+01   3.64292825e+01   1.83074543e+01  -9.93297601e+00  -2.37514872e+00  -8.51132846e+00
  3.74000000e+00   9.16260044e+01   3.63295272e+01   1.82837028e+01  -1.00180893e+01  -2.37433261e+00  -8.49904492e+00
  3.75000000e+00   9.18087227e+01   3.62289214e+01   1.82599595e+01  -1.01030797e+01  -2.37354612e+00  -8.48673719e+00
  3.76000000e+00   9.19912037e+01   3.61274662e+01   1.82362240e+01  -1.01879471e+01  -2.37278877e+00  -8.47440505e+00
  3.77000000e+00   9.21734473e+01   3.60251630e+01   1.82124961e+01  -1.02726912e+01  -2.37206008e+00  -8.46204827e+00
  3.78000000e+00   9.23554536e+01   3.59220130e+01   1.81887755e+01  -1.03573116e+01  -2.37135956e+00  -8.44966666e+00
  3.79000000e+00   9.25372228e+01   3.58180174e+01   1.81650619e+01  -1.04418083e+01  -2.37068674e+00  -8.43726000e+00
  3.80000000e+00   9.27187549e+01   3.57131775e+01   1.81413551e+01  -1.05261809e+01  -2.37004113e+00  -8.42482810e+00
  3.81000000e+00   9.29000499e+01   3.56074944e+01   1.81176547e+01  -1.06104292e+01  -2.36942227e+00  -8.41237077e+00
  3.82000000e+00   9.30811080e+01   3.55009695e+01   1.80939604e+01  -1.06945529e+01  -2.36882968e+00  -8.39988782e+00
  3.83000000e+00   9.32619292e+01   3.53936040e+01   1.80702721e+01  -1.07785518e+01  -2.36826290e+00  -8.38737909e+00
  3.84000000e+00   9.34425135e+01   3.52853991e+01   1.80465895e+01  -1.08624256e+01  -2.36772145e+00  -8.37484440e+00
  3.85000000e+00   9.36228610e+01   3.51763561e+01   1.80229123e+01  -1.09461740e+01  -2.36720487e+00  -8.36228361e+00
  3.86000000e+00   9.38029718e+01   3.50664762e+01   1.79992402e+01  -1.10297969e+01  -2.36671271e+00  -8.34969654e+00
  3.87000000e+00   9.39828458e+01   3.49557608e+01   1.79755731e+01  -1.11132938e+01  -2.36624450e+00  -8.33708306e+00
  3.88000000e+00   9.41624832e+01   3.48442110e+01   1.79519107e+01  -1.11966646e+01  -2.36579978e+00  -8.32444304e+00
  3.89000000e+00   9.43418841e+01   3.47318281e+01   1.79282527e+01  -1.12799091e+01  -2.36537811e+00  -8.31177633e+00
  3.90000000e+00   9.45210483e+01   3.46186134e+01   1.79045989e+01  -1.13630268e+01  -2.36497902e+00  -8.29908282e+00
  3.91000000e+00   9.46999761e+01   3.45045682e+01   1.78809491e+01  -1.14460177e+01  -2.36460208e+00  -8.28636238e+00
  3.92000000e+00   9.48786673e+01   3.43896937e+01   1.78573031e+01  -1.15288813e+01  -2.36424684e+00  -8.27361491e+00
  3.93000000e+00   9.50571221e+01   3.42739912e+01   1.78336606e+01  -1.16116174e+01  -2.36391284e+00  -8.26084031e+00
  3.94000000e+00   9.52353405e+01   3.41574620e+01   1.78100215e+01  -1.16942258e+01  -2.36359967e+00  -8.24803846e+00
  3.95000000e+00   9.54133226e+01   3.40401074e+01   1.77863855e+01  -1.17767062e+01  -2.36330687e+00  -8.23520930e+00
  3.96000000e+00   9.55910683e+01   3.39219285e+01   1.77627524e+01  -1.18590583e+01  -2.36303400e+00  -8.22235272e+00
  3.97000000e+00   9.57685776e+01   3.38029268e+01   1.77391221e+01  -1.19412819e+01  -2.36278065e+00  -8.20946865e+00
  3.98000000e+00   9.59458507e+01   3.36831035e+01   1.77154943e+01  -1.20233765e+01  -2.36254638e+00  -8.19655703e+00
  3.99000000e+00   9.61228875e+01   3.35624600e+01   1.76918688e+01  -1.21053421e+01  -2.36233077e+00  -8.18361778e+00
  4.00000000e+00   9.62996881e+01   3.34409974e+01   1.76682455e+01  -1.21871783e+01  -2.36213338e+00  -8.17065086e+00
  4.01000000e+00   9.64762525e+01   3.33187170e+01   1.76446242e+01  -1.22688848e+01  -2.36195381e+00  -8.15765620e+00
  4.02000000e+00   9.66525806e+01   3.31956203e+01   1.76210046e+01  -1.23504614e+01  -2.36179163e+00  -8.14463376e+00
  4.03000000e+00   9.68286726e+01   3.30717085e+01   1.75973867e+01  -1.24319077e+01  -2.36164643e+00  -8.13158350e+00
  4.04000000e+00   9.70045283e+01   3.29469828e+01   1.75737703e+01  -1.25132235e+01  -2.36151779e+00  -8.11850539e+00
  4.05000000e+00   9.71801480e+01   3.28214446e+01   1.75501551e+01  -1.25944086e+01  -2.36140532e+00  -8.10539940e+00
  4.06000000e+00   9.73555315e+01   3.26950953e+01   1.75265410e+01  -1.26754626e+01  -2.36130859e+00  -8.09226550e+00
  4.07000000e+00   9.75306788e+01   3.25679360e+01   1.75029279e+01  -1.27563852e+01  -2.36122722e+00  -8.07910369e+00
  4.08000000e+00   9.77055900e+01   3.24399682e+01   1.74793157e+01  -1.28371763e+01  -2.36116080e+00  -8.06591396e+00
  4.09000000e+00   9.78802651e+01   3.23111932e+01   1.74557041e+01  -1.29178354e+01  -2.36110893e+00  -8.05269629e+00
  4.10000000e+00   9.80547041e+01   3.21816122e+01   1.74320930e+01  -1.29983624e+01  -2.36107122e+00  -8.03945069e+00
  4.11000000e+00   9.82289070e+01   3.20512266e+01   1.74084823e+01  -1.30787569e+01  -2.36104728e+00  -8.02617716e+00
  4.12000000e+00   9.84028737e+01   3.19200377e+01   1.73848718e+01  -1.31590187e+01  -2.36103673e+00  -8.01287573e+00
  4.13000000e+00   9.85766044e+01   3.17880469e+01   1.73612614e+01  -1.32391474e+01  -2.36103917e+00  -7.99954640e+00
  4.14000000e+00   9.87500990e+01   3.16552554e+01   1.73376510e+01  -1.33191429e+01  -2.36105422e+00  -7.98618921e+00
  4.15000000e+00   9.89233574e+01   3.15216647e+01   1.73140405e+01  -1.33990048e+01  -2.36108152e+00  -7.97280417e+00
  4.16000000e+00   9.90963798e+01   3.13872760e+01   1.72904297e+01  -1.34787328e+01  -2.36112067e+00  -7.95939133e+00
  4.17000000e+00   9.92691660e+01   3.12520907e+01   1.72668185e+01  -1.35583267e+01  -2.36117132e+00  -7.94595073e+00
  4.18000000e+00   9.94417161e+01   3.11161101e+01   1.72432067e+01  -1.36377862e+01  -2.36123309e+00  -7.93248240e+00
  4.19000000e+00   9.96140302e+01   3.09793357e+01   1.72195944e+01  -1.37171111e+01  -2.36130561e+00  -7.91898640e+00
  4.20000000e+00   9.97861080e+01   3.08417686e+01   1.71959814e+01  -1.37963009e+01  -2.36138852e+00  -7.90546278e+00
  4.21000000e+00   9.99579498e+01   3.07034103e+01   1.71723675e+01  -1.38753555e+01  -2.36148147e+00  -7.89191161e+00
  4.22000000e+00   1.00129555e+02   3.05642622e+01   1.71487527e+01  -1.39542747e+01  -2.36158409e+00  -7.87833295e+00
  4.23000000e+00   1.00300925e+02   3.04243255e+01   1.71251368e+01  -1.40330580e+01  -2.36169603e+00  -7.86472686e+00
  4.24000000e+00   1.00472058e+02   3.02836017e+01   1.71015199e+01  -1.41117053e+01  -2.36181694e+00  -7.85109342e+00
  4.25000000e+00   1.00642955e+02   3.01420921e+01   1.70779017e+01  -1.41902162e+01  -2.36194648e+00  -7.83743271e+00
  4.26000000e+00   1.00813616e+02   2.99997980e+01   1.70542822e+01  -1.42685905e+01  -2.36208430e+00  -7.82374482e+00
  4.27000000e+00   1.00984041e+02   2.98567210e+01   1.70306614e+01  -1.43468280e+01  -2.36223005e+00  -7.81002983e+00
  4.28000000e+00   1.01154229e+02   2.97128622e+01   1.70070391e+01  -1.44249283e+01  -2.36238340e+00  -7.79628783e+00
  4.29000000e+00   1.01324182e+02   2.95682231e+01   1.69834152e+01  -1.45028911e+01  -2.36254402e+00  -7.78251893e+00
  4.30000000e+00   1.01493898e+02   2.94228050e+01   1.69597898e+01  -1.45807163e+01  -2.36271158e+00  -7.76872322e+00
  4.31000000e+00   1.01663377e+02   2.92766094e+01   1.69361627e+01  -1.46584036e+01  -2.36288573e+00  -7.75490081e+00
  4.32000000e+00   1.01832621e+02   2.91296377e+01   1.69125338e+01  -1.47359526e+01  -2.36306617e+00  -7.74105181e+00
  4.33000000e+00   1.02001628e+02   2.89818911e+01   1.68889032e+01  -1.48133631e+01  -2.36325256e+00  -7.72717633e+00
  4.34000000e+00   1.02170399e+02   2.88333711e+01   1.68652706e+01  -1.48906349e+01  -2.36344459e+00  -7.71327449e+00
  4.35000000e+00   1.02338933e+02   2.86840791e+01   1.68416362e+01  -1.49677676e+01  -2.36364194e+00  -7.69934642e+00
  4.36000000e+00   1.02507232e+02   2.85340164e+01   1.68179998e+01  -1.50447611e+01  -2.36384430e+00  -7.68539225e+00
  4.37000000e+00   1.02675293e+02   2.83831846e+01   1.67943613e+01  -1.51216150e+01  -2.36405136e+00  -7.67141209e+00
  4.38000000e+00   1.02843119e+02   2.82315848e+01   1.67707208e+01  -1.51983291e+01  -2.36426281e+00  -7.65740609e+00
  4.39000000e+00   1.03010708e+02   2.80792187e+01   1.67470782e+01  -1.52749032e+01  -2.36447835e+00  -7.64337438e+00
  4.40000000e+00   1.03178060e+02   2.79260875e+01   1.67234334e+01  -1.53513369e+01  -2.36469767e+00  -7.62931712e+00
  4.41000000e+00   1.03345177e+02   2.77721926e+01   1.66997864e+01  -1.54276301e+01  -2.36492049e+00  -7.61523443e+00
  4.42000000e+00   1.03512056e+02   2.76175356e+01   1.66761372e+01  -1.55037824e+01  -2.36514650e+00  -7.60112647e+00
  4.43000000e+00   1.03678699e+02   2.74621177e+01   1.66524858e+01  -1.55797937e+01  -2.36537541e+00  -7.58699340e+00
  4.44000000e+00   1.03845106e+02   2.73059404e+01   1.66288320e+01  -1.56556636e+01  -2.36560693e+00  -7.57283537e+00
  4.45000000e+00   1.04011276e+02   2.71490051e+01   1.66051759e+01  -1.57313920e+01  -2.36584079e+00  -7.55865254e+00
  4.46000000e+00   1.04177209e+02   2.69913133e+01   1.65815175e+01  -1.58069785e+01  -2.36607670e+00  -7.54444508e+00
  4.47000000e+00   1.04342906e+02   2.68328663e+01   1.65578568e+01  -1.58824230e+01  -2.36631437e+00  -7.53021314e+00
  4.48000000e+00   1.04508366e+02   2.66736655e+01   1.65341936e+01  -1.59577251e+01  -2.36655354e+00  -7.51595690e+00
  4.49000000e+00   1.04673590e+02   2.65137125e+01   1.65105281e+01  -1.60328847e+01  -2.36679393e+00  -7.50167654e+00
  4.50000000e+00   1.04838577e+02   2.63530086e+01   1.64868601e+01  -1.61079014e+01  -2.36703526e+00  -7.48737222e+00
  4.51000000e+00   1.05003327e+02   2.61915552e+01   1.64631898e+01  -1.61827751e+01  -2.36727728e+00  -7.47304414e+00
  4.52000000e+00   1.05167841e+02   2.60293538e+01   1.64395170e+01  -1.62575056e+01  -2.36751972e+00  -7.45869246e+00
  4.53000000e+00   1.05332118e+02   2.58664058e+01   1.64158418e+01  -1.63320925e+01  -2.36776232e+00  -7.44431738e+00
  4.54000000e+00   1.05496158e+02   2.57027126e+01   1.63921642e+01  -1.64065357e+01  -2.36800482e+00  -7.42991908e+00
  4.55000000e+00   1.05659961e+02   2.55382758e+01   1.63684842e+01  -1.64808349e+01  -2.36824696e+00  -7.41549776e+00
  4.56000000e+00   1.05823527e+02   2.53730967e+01   1.63448017e+01  -1.65549899e+01  -2.36848850e+00  -7.40105361e+00
  4.57000000e+00   1.05986857e+02   2.52071767e+01   1.63211168e+01  -1.66290004e+01  -2.36872918e+00  -7.38658682e+00
  4.58000000e+00   1.06149950e+02   2.50405174e+01   1.62974295e+01  -1.67028663e+01  -2.36896876e+00  -7.37209759e+00
  4.59000000e+00   1.06312805e+02   2.48731201e+01   1.62737398e+01  -1.67765872e+01  -2.36920699e+00  -7.35758614e+00
  4.60000000e+00   1.06475424e+02   2.47049864e+01   1.62500477e+01  -1.68501631e+01  -2.36944364e+00  -7.34305265e+00
  4.61000000e+00   1.06637806e+02   2.45361176e+01   1.62263533e+01  -1.69235936e+01  -2.36967847e+00  -7.32849734e+00
  4.62000000e+00   1.06799951e+02   2.43665152e+01   1.62026565e+01  -1.69968786e+01  -2.36991124e+00  -7.31392042e+00
  4.63000000e+00   1.06961860e+02   2.41961807e+01   1.61789574e+01  -1.70700178e+01  -2.37014172e+00  -7.29932209e+00
  4.64000000e+00   1.07123531e+02   2.40251156e+01   1.61552560e+01  -1.71430110e+01  -2.37036969e+00  -7.28470258e+00
  4.65000000e+00   1.07284965e+02   2.38533212e+01   1.61315523e+01  -1.72158580e+01  -2.37059491e+00  -7.27006210e+00
  4.66000000e+00   1.07446162e+02   2.36807992e+01   1.61078464e+01  -1.72885587e+01  -2.37081717e+00  -7.25540087e+00
  4.67000000e+00   1.07607122e+02   2.35075508e+01   1.60841382e+01  -1.73611127e+01  -2.37103625e+00  -7.24071911e+00
  4.68000000e+00   1.07767844e+02   2.33335776e+01   1.60604278e+01  -1.74335199e+01  -2.37125192e+00  -7.22601704e+00
  4.69000000e+00   1.07928330e+02   2.31588811e+01   1.60367153e+01  -1.75057800e+01  -2.37146398e+00  -7.21129489e+00
  4.70000000e+00   1.08088579e+02   2.29834628e+01   1.60130007e+01  -1.75778930e+01  -2.37167221e+00  -7.19655289e+00
  4.71000000e+00   1.08248590e+02   2.28073240e+01   1.59892839e+01  -1.76498585e+01  -2.37187641e+00  -7.18179126e+00
  4.72000000e+00   1.08408364e+02   2.26304663e+01   1.59655652e+01  -1.77216764e+01  -2.37207636e+00  -7.16701023e+00
  4.73000000e+00   1.08567901e+02   2.24528912e+01   1.59418444e+01  -1.77933465e+01  -2.37227187e+00  -7.15221005e+00
  4.74000000e+00   1.08727201e+02   2.22746001e+01   1.59181217e+01  -1.78648686e+01  -2.37246274e+00  -7.13739094e+00
  4.75000000e+00   1.08886264e+02   2.20955946e+01   1.58943971e+01  -1.79362425e+01  -2.37264876e+00  -7.12255314e+00
  4.76000000e+00   1.09045089e+02   2.19158760e+01   1.58706706e+01  -1.80074681e+01  -2.37282974e+00  -7.10769689e+00
  4.77000000e+00   1.09203677e+02   2.17354460e+01   1.58469423e+01  -1.80785450e+01  -2.37300549e+00  -7.09282243e+00
  4.78000000e+00   1.09362028e+02   2.15543059e+01   1.58232122e+01  -1.81494733e+01  -2.37317583e+00  -7.07793000e+00
  4.79000000e+00   1.09520141e+02   2.13724573e+01   1.57994805e+01  -1.82202526e+01  -2.37334056e+00  -7.06301985e+00
  4.80000000e+00   1.09678018e+02   2.11899016e+01   1.57757471e+01  -1.82908828e+01  -2.37349950e+00  -7.04809222e+00
  4.81000000e+00   1.09835656e+02   2.10066403e+01   1.57520121e+01  -1.83613637e+01  -2.37365247e+00  -7.03314735e+00
  4.82000000e+00   1.09993058e+02   2.08226751e+01   1.57282755e+01  -1.84316952e+01  -2.37379929e+00  -7.01818551e+00
  4.83000000e+00   1.10150222e+02   2.06380072e+01   1.57045375e+01  -1.85018770e+01  -2.37393978e+00  -7.00320692e+00
  4.84000000e+00   1.10307149e+02   2.04526383e+01   1.56807981e+01  -1.85719091e+01  -2.37407378e+00  -6.98821186e+00
  4.85000000e+00   1.10463838e+02   2.02665698e+01   1.56570574e+01  -1.86417912e+01  -2.37420110e+00  -6.97320056e+00
  4.86000000e+00   1.10620290e+02   2.00798032e+01   1.56333154e+01  -1.87115232e+01  -2.37432158e+00  -6.95817328e+00
  4.87000000e+00   1.10776504e+02   1.98923400e+01   1.56095722e+01  -1.87811049e+01  -2.37443507e+00  -6.94313028e+00
  4.88000000e+00   1.10932481e+02   1.97041818e+01   1.55858278e+01  -1.88505362e+01  -2.37454138e+00  -6.92807181e+00
  4.89000000e+00   1.11088221e+02   1.95153301e+01   1.55620824e+01  -1.89198170e+01  -2.37464036e+00  -6.91299813e+00
  4.90000000e+00   1.11243723e+02   1.93257863e+01   1.55383360e+01  -1.89889469e+01  -2.37473186e+00  -6.89790950e+00
  4.91000000e+00   1.11398987e+02   1.91355519e+01   1.55145887e+01  -1.90579260e+01  -2.37481572e+00  -6.88280618e+00
  4.92000000e+00   1.11554015e+02   1.89446285e+01   1.54908405e+01  -1.91267541e+01  -2.37489178e+00  -6.86768843e+00
  4.93000000e+00   1.11708804e+02   1.87530176e+01   1.54670916e+01  -1.91954310e+01  -2.37495989e+00  -6.85255650e+00
  4.94000000e+00   1.11863356e+02   1.85607206e+01   1.54433420e+01  -1.92639565e+01  -2.37501991e+00  -6.83741067e+00
  4.95000000e+00   1.12017671e+02   1.83677392e+01   1.54195918e+01  -1.93323307e+01  -2.37507169e+00  -6.82225119e+00
  4.96000000e+00   1.12171748e+02   1.81740748e+01   1.53958411e+01  -1.94005532e+01  -2.37511509e+00  -6.80707833e+00
  4.97000000e+00   1.12325588e+02   1.79797289e+01   1.53720900e+01  -1.94686239e+01  -2.37514996e+00  -6.79189235e+00
  4.98000000e+00   1.12479190e+02   1.77847031e+01   1.53483385e+01  -1.95365429e+01  -2.37517617e+00  -6.77669353e+00
  4.99000000e+00   1.12632555e+02   1.75889988e+01   1.53245867e+01  -1.96043098e+01  -2.37519358e+00  -6.76148212e+00
  5.00000000e+00   1.12785682e+02   1.73926176e+01   1.53008348e+01  -1.96719246e+01  -2.37520205e+00  -6.74625839e+00
  5.01000000e+00   1.12938571e+02   1.71955611e+01   1.52770827e+01  -1.97393872e+01  -2.37520146e+00  -6.73102262e+00
  5.02000000e+00   1.13091223e+02   1.69978306e+01   1.52533307e+01  -1.98066974e+01  -2.37519168e+00  -6.71577506e+00
  5.03000000e+00   1.13243638e+02   1.67994279e+01   1.52295788e+01  -1.98738552e+01  -2.37517258e+00  -6.70051600e+00
  5.04000000e+00   1.13395815e+02   1.66003543e+01   1.52058271e+01  -1.99408603e+01  -2.37514403e+00  -6.68524569e+00
  5.05000000e+00   1.13547755e+02   1.64006114e+01   1.51820756e+01  -2.00077128e+01  -2.37510591e+00  -6.66996442e+00
  5.06000000e+00   1.13699457e+02   1.62002008e+01   1.51583246e+01  -2.00744124e+01  -2.37505811e+00  -6.65467244e+00
  5.07000000e+00   1.13850921e+02   1.59991239e+01   1.51345740e+01  -2.01409592e+01  -2.37500050e+00  -6.63937004e+00
