  0.00000000e+00   1.00000000e-01   0.00000000e+00   0.00000000e+00
  5.00000000e-03   9.99509009e-02   3.12548732e-03   0.00000000e+00
  1.00000000e-02   9.98036521e-02   6.24789016e-03   0.00000000e+00
  1.50000000e-02   9.95583990e-02   9.36412709e-03   0.00000000e+00
  2.00000000e-02   9.92153835e-02   1.24711228e-02   0.00000000e+00
  2.50000000e-02   9.87749441e-02   1.55658109e-02   0.00000000e+00
  3.00000000e-02   9.82375156e-02   1.86451375e-02   0.00000000e+00
  3.50000000e-02   9.76036283e-02   2.17060636e-02   0.00000000e+00
  4.00000000e-02   9.68739077e-02   2.47455685e-02   0.00000000e+00
  4.50000000e-02   9.60490741e-02   2.77606524e-02   0.00000000e+00
  5.00000000e-02   9.51299414e-02   3.07483399e-02   0.00000000e+00
  5.50000000e-02   9.41174167e-02   3.37056826e-02   0.00000000e+00
  6.00000000e-02   9.30124993e-02   3.66297618e-02   0.00000000e+00
  6.50000000e-02   9.18162795e-02   3.95176918e-02   0.00000000e+00
  7.00000000e-02   9.05299379e-02   4.23666227e-02   0.00000000e+00
  7.50000000e-02   8.91547440e-02   4.51737428e-02   0.00000000e+00
  8.00000000e-02   8.76920548e-02   4.79362819e-02   0.00000000e+00
  8.50000000e-02   8.61433140e-02   5.06515136e-02   0.00000000e+00
  9.00000000e-02   8.45100499e-02   5.33167585e-02   0.00000000e+00
  9.50000000e-02   8.27938743e-02   5.59293861e-02   0.00000000e+00
  1.00000000e-01   8.09964810e-02   5.84868182e-02   0.00000000e+00
  1.05000000e-01   7.91196436e-02   6.09865308e-02   0.00000000e+00
  1.10000000e-01   7.71652145e-02   6.34260571e-02   0.00000000e+00
  1.15000000e-01   7.51351225e-02   6.58029896e-02   0.00000000e+00
  1.20000000e-01   7.30313709e-02   6.81149824e-02   0.00000000e+00
  1.25000000e-01   7.08560359e-02   7.03597540e-02   0.00000000e+00
  1.30000000e-01   6.86112643e-02   7.25350890e-02   0.00000000e+00
  1.35000000e-01   6.62992715e-02   7.46388406e-02   0.00000000e+00
  1.40000000e-01   6.39223391e-02   7.66689327e-02   0.00000000e+00
  1.45000000e-01   6.14828128e-02   7.86233619e-02   0.00000000e+00
