  0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00
  5.00000000e-03  -4.93480220e-04   0.00000000e+00   0.00000000e+00   3.14159265e-02   3.14159265e-02   1.00049336e+00
  1.00000000e-02  -1.97392088e-03   0.00000000e+00   0.00000000e+00   6.28318531e-02   6.28318531e-02   1.00197198e+00
  1.50000000e-02  -4.44132198e-03   0.00000000e+00   0.00000000e+00   9.42477796e-02   9.42477796e-02   1.00443150e+00
  2.00000000e-02  -7.89568352e-03   0.00000000e+00   0.00000000e+00   1.25663706e-01   1.25663706e-01   1.00786476e+00
  2.50000000e-02  -1.23370055e-02   0.00000000e+00   0.00000000e+00   1.57079633e-01   1.57079633e-01   1.01226183e+00
  3.00000000e-02  -1.77652879e-02   0.00000000e+00   0.00000000e+00   1.88495559e-01   1.88495559e-01   1.01761023e+00
  3.50000000e-02  -2.41805308e-02   0.00000000e+00   0.00000000e+00   2.19911486e-01   2.19911486e-01   1.02389504e+00
  4.00000000e-02  -3.15827341e-02   0.00000000e+00   0.00000000e+00   2.51327412e-01   2.51327412e-01   1.03109916e+00
  4.50000000e-02  -3.99718978e-02   0.00000000e+00   0.00000000e+00   2.82743339e-01   2.82743339e-01   1.03920344e+00
  5.00000000e-02  -4.93480220e-02   0.00000000e+00   0.00000000e+00   3.14159265e-01   3.14159265e-01   1.04818703e+00
  5.50000000e-02  -5.97111066e-02   0.00000000e+00   0.00000000e+00   3.45575192e-01   3.45575192e-01   1.05802751e+00
  6.00000000e-02  -7.10611517e-02   0.00000000e+00   0.00000000e+00   3.76991118e-01   3.76991118e-01   1.06870122e+00
  6.50000000e-02  -8.33981572e-02   0.00000000e+00   0.00000000e+00   4.08407045e-01   4.08407045e-01   1.08018346e+00
  7.00000000e-02  -9.67221231e-02   0.00000000e+00   0.00000000e+00   4.39822972e-01   4.39822972e-01   1.09244874e+00
  7.50000000e-02  -1.11033050e-01   0.00000000e+00   0.00000000e+00   4.71238898e-01   4.71238898e-01   1.10547099e+00
  8.00000000e-02  -1.26330936e-01   0.00000000e+00   0.00000000e+00   5.02654825e-01   5.02654825e-01   1.11922378e+00
  8.50000000e-02  -1.42615784e-01   0.00000000e+00   0.00000000e+00   5.34070751e-01   5.34070751e-01   1.13368054e+00
  9.00000000e-02  -1.59887591e-01   0.00000000e+00   0.00000000e+00   5.65486678e-01   5.65486678e-01   1.14881469e+00
  9.50000000e-02  -1.78146359e-01   0.00000000e+00   0.00000000e+00   5.96902604e-01   5.96902604e-01   1.16459981e+00
  1.00000000e-01  -1.97392088e-01   0.00000000e+00   0.00000000e+00   6.28318531e-01   6.28318531e-01   1.18100981e+00
  1.05000000e-01  -2.17624777e-01   0.00000000e+00   0.00000000e+00   6.59734457e-01   6.59734457e-01   1.19801901e+00
  1.10000000e-01  -2.38844427e-01   0.00000000e+00   0.00000000e+00   6.91150384e-01   6.91150384e-01   1.21560226e+00
  1.15000000e-01  -2.61051036e-01   0.00000000e+00   0.00000000e+00   7.22566310e-01   7.22566310e-01   1.23373501e+00
