 -1.00000000e+02    7.83543327e-13    8.54168462e-07    2.32248928e-07
 -9.80000000e+01    3.83333692e-04   -1.88798828e-02   -5.18495119e-03
 -9.60000000e+01    1.46391946e-04   -1.05291862e-02    5.96055232e-03
 -9.40000000e+01    4.06846616e-04    1.58126764e-02    1.25222155e-02
 -9.20000000e+01    5.31237018e-04    2.21661770e-02   -6.31645601e-03
 -9.00000000e+01    6.20174921e-04   -6.66094477e-03   -2.39959733e-02
 -8.80000000e+01    1.07454004e-03   -3.25872017e-02   -3.55166479e-03
 -8.60000000e+01    1.19155484e-03   -1.16570320e-02    3.24910518e-02
 -8.40000000e+01    1.79669754e-03    3.45890243e-02    2.45009578e-02
 -8.20000000e+01    2.16057070e-03    3.72263192e-02   -2.78347239e-02
 -8.00000000e+01    2.80393114e-03   -1.88834592e-02   -4.94706591e-02
 -7.80000000e+01    3.46118578e-03   -5.87950350e-02    2.08078101e-03
 -7.60000000e+01    4.16046242e-03   -1.77600912e-02    6.20083993e-02
 -7.40000000e+01    5.00738996e-03    5.76034296e-02    4.11003023e-02
 -7.20000000e+01    5.80826944e-03    6.27877114e-02   -4.31969064e-02
 -7.00000000e+01    6.72192792e-03   -1.96220879e-02   -7.96046581e-02
 -6.80000000e+01    7.60726007e-03   -8.64332399e-02   -1.16856798e-02
 -6.60000000e+01    8.51411391e-03   -4.59170741e-02    8.00358433e-02
 -6.40000000e+01    9.40995735e-03    5.86259641e-02    7.72848865e-02
 -6.20000000e+01    1.02667840e-02    9.85101159e-02   -2.37179476e-02
 -6.00000000e+01    1.10943120e-02    1.98099412e-02   -1.03449883e-01
 -5.80000000e+01    1.18581241e-02   -8.81788476e-02   -6.38953436e-02
 -5.60000000e+01    1.25604475e-02   -9.86796144e-02    5.31298523e-02
 -5.40000000e+01    1.31858800e-02    3.66476585e-03    1.14771292e-01
 -5.20000000e+01    1.37273233e-02    1.05915563e-01    5.00920834e-02
 -5.00000000e+01    1.41814980e-02    9.52572807e-02   -7.14671148e-02
 -4.80000000e+01    1.45425347e-02   -1.76428401e-02   -1.19294865e-01
 -4.60000000e+01    1.48101226e-02   -1.13839771e-01   -4.30189375e-02
 -4.40000000e+01    1.49834820e-02   -9.43891240e-02    7.79369955e-02
 -4.20000000e+01    1.50645110e-02    1.95516628e-02    1.21170308e-01
 -4.00000000e+01    1.50568074e-02    1.13903872e-01    4.56367771e-02
 -3.80000000e+01    1.49646564e-02    9.82668113e-02   -7.28580141e-02
 -3.60000000e+01    1.47933399e-02   -9.20227574e-03   -1.21279256e-01
 -3.40000000e+01    1.45486584e-02   -1.06029435e-01   -5.75014548e-02
 -3.20000000e+01    1.42373678e-02   -1.05225684e-01    5.62576499e-02
 -3.00000000e+01    1.38670961e-02   -1.19939693e-02    1.17146237e-01
 -2.80000000e+01    1.34457804e-02    8.83124472e-02    7.51444748e-02
 -2.60000000e+01    1.29810734e-02    1.10309739e-01   -2.85102583e-02
 -2.40000000e+01    1.24800414e-02    4.03679264e-02   -1.04165598e-01
 -2.20000000e+01    1.19494583e-02   -5.88776908e-02   -9.21025290e-02
 -2.00000000e+01    1.13962903e-02   -1.06468948e-01   -7.78803342e-03
 -1.80000000e+01    1.08277545e-02   -6.89425066e-02    7.79402676e-02
 -1.60000000e+01    1.02507612e-02    1.87318009e-02    9.94981448e-02
 -1.40000000e+01    9.67113624e-03    8.70625903e-02    4.57300953e-02
 -1.20000000e+01    9.09333977e-03    8.75224772e-02   -3.78570436e-02
 -1.00000000e+01    8.52102908e-03    2.54875989e-02   -8.87209749e-02
 -8.00000000e+00    7.95797828e-03   -4.99377346e-02   -7.39202336e-02
 -6.00000000e+00    7.40847917e-03   -8.55374375e-02   -9.58258571e-03
 -4.00000000e+00    6.87672075e-03   -6.09672313e-02    5.62113642e-02
 -2.00000000e+00    6.36561447e-03    1.73364686e-03    7.97659635e-02
  0.00000000e+00    5.87620537e-03    5.81281758e-02    4.99731983e-02
  2.00000000e+00    5.40836487e-03    7.30110700e-02   -8.81751265e-03
  4.00000000e+00    4.96232793e-03    4.14332156e-02   -5.69703131e-02
  6.00000000e+00    4.53968888e-03   -1.23793028e-02   -6.62302177e-02
  8.00000000e+00    4.14281526e-03   -5.38200594e-02   -3.53017912e-02
  1.00000000e+01    3.77307271e-03   -5.99877628e-02    1.32113977e-02
  1.20000000e+01    3.42945964e-03   -3.13619174e-02    4.94559377e-02
  1.40000000e+01    3.10911310e-03    1.19071055e-02    5.44732406e-02
  1.60000000e+01    2.80946458e-03    4.42334879e-02    2.92038204e-02
  1.80000000e+01    2.53022082e-03    4.94812136e-02   -9.04601167e-03
  2.00000000e+01    2.27326179e-03    2.82016845e-02   -3.84438133e-02
  2.20000000e+01    2.04032087e-03   -5.26148613e-03   -4.48624301e-02
  2.40000000e+01    1.83043191e-03   -3.23748865e-02   -2.79696020e-02
  2.60000000e+01    1.63954236e-03   -4.04830496e-02    8.15514004e-04
